Date,Author,Target,Description,Attack,Target Category,Country,Taxonomy,Attack Class
1/14/2015,Unknown, Unknown,"Zyklon hacks bigblueinteractive.com and dumps 3,997 usernames and passwords.",Malware,Education,US,17.07 Next-Generation Firewalls,Data Theft
1/14/2015,Unknown, Unknown,"Zyklon hacks the Macalester College (in particular the sub-domain soviethistory.macalester.edu) and  dumps 3,600 accounts (claiming he has other 90,000).",SQLi,E-Commerce,US,25.04 Web Application Firewall (WAF),Data Theft
1/15/2015,Unknown, Unknown,"Zyklon hacks aquamarineboat.com and dumps 1,928 usernames and clear text passwords.",SQLi,Government,FR,17.03 Distributed Denial of Service (DDOS) Security,Criminals
1/15/2015,Gustav Nipe,Several Individuals,"Not a single attack, but a coordinated campaign. On the aftermath of the Charlie Hebdo attack, about 19,000 French sites are the targets of light DDoS attacks.",SQLi,Several Individuals,SE,20.02 Security Awareness and Training,Data Theft
1/15/2015,Unknown, Unknown,"Gustav Nipe, chairman of the youth wing of the Swedish Pirate Party, sets up a bogus wi-fi network at a security conference and hacks the account of hundreds of attendees among which Politicians and Military Experts.",SQLi,Government,US,25.0 Web Security,Criminals
1/16/2015,, Unknown,"Dr.SHA6H keeps on his personal protest against the conflict in Syria. This time the victim is the official website of Perrysburg, Ohio (ci.perrysburg.oh.us).",DDoS,Education,US,5.06 Database Security,Internet Exposed Devices
1/16/2015,Unknown, Unknown,"Minnesota-based Metropolitan State University notifies alerting faculty, staff and students that an attacker may have breached its web server to access a database that contained their personal information. 22,000 users are at risk. The attack happened in December and the alleged author is abdilo.",Account Hijacking,Hackers,Multi,11.0 Fraud Management,Vulnerability to Known Threats
1/16/2015,Unknown, Unknown,"LizardStresser[dot]ru, the “stresser service” (DDoS-for-hire) created by the infamous LizardSquad, is allegedly hacked, revealing the details of its 14,241 users.",Defacement,News,US,16.01 Mobile App Security,Media Public Perception
1/16/2015,Unknown, Unknown,A total of six fake messages are posted from the Twitter accounts of New York Post and United Press International (UPI) by unknown individuals,SQLi,E-Commerce,US,25.0 Web Security,Data Theft
1/16/2015,Team System DZ, Unknown,"Barbecue Renew, which sells grill parts through its website grillparts.com, notifies an undisclosed number of individuals that their payment card data may have been compromised as a result of a series of cyber attacks on its web server.",Unknown,Government,US,25.0 Web Security,Criminals
1/16/2015,, Unknown,"Team System DZ, an Algerian pro-ISIS hacker defaces the Isle of Wight, Virginia, Website (co.isle-of-wight.va.us).",Account Hijacking,News,US,2.04 Password Management,Data Theft
1/17/2015,Unknown, Unknown,"Smittenz hacks powerpulse.net and dumps 1,300 usernames and hashed passwords.",Unknown,Internet Services,CN,6.0 Email and Messaging Security,Vulnerability Exploitation
1/17/2015,Unknown, Unknown,Online censorship watchdog Greatfire.org receives reports related to a man-in-the-middle (MITM) attack against Outlook users in China.,Defacement,Internet Services,US,17.07 Next-Generation Firewalls,Activist Hacktivist
1/17/2015,p0lak & sh0utz, Unknown,"An unknown hacker hacks payivy.com (a virtual marketplace to sell products online) and dumps 10,000 users and clear text passwords.",SQLi,Education,PH,17.07 Next-Generation Firewalls,Data Theft
1/19/2015,, Unknown,"Two hackers called p0lak & sh0utz hack philsacra.ust.edu.ph and dump 5,100 usernames and hashed passwords.",MITM,Travel Insurance,AU,22.02 Breach and Attack Simulation (BAS),Customized To Target
1/19/2015,Team Muslim Cyberforce, Unknown,"A hacker called abdilo (@abdilo_) claims responsibility for breaching the database of Australian travel insurer Aussie Travel Cover on December 18 last year. He claims to have exfiltrated 700,000 records and to have used the same technique to breach Multiple government sites.",SQLi,Non-Profit,NZ,11.04 Web Fraud Prevention,Vulnerability Exploitation
1/20/2015,Mastermind, Unknown,Two New Zealand non-profit websites tindall.org.nz and livefortomorrow.co.nz are defaced by a group calling themselves the Team Muslim Cyberforce.,SQLi,Dating,RU,13.0 Identity and Access Management (IAM),Vulnerability Exploitation
1/20/2015,, Unknown,Russian dating site Topface is hacked and the username of 20 million visitors are offered for sale on a website. Few days after the hacked site buys back the records (officially “awards” the hacker for discovering the vulnerability).,SQLi,News,FR,16.01 Mobile App Security,Criminals
1/20/2015,Unknown, Unknown,Yet another victim of the Syrian Electronic Army. The Twitter account of the French newspaper Le Monde is hacked and posts a polemic tweet “Je ne suis pas Charlie”. ,Defacement,Restaurant,US,11.04 Web Fraud Prevention,Mass Malware
1/21/2015,Alsancak Tim, Unknown,"Restaurant chain Wingstop notifies an undisclosed number of customers that malware was found on point-of-sale (POS) systems at four locations, and it could have enabled attackers to capture customer payment card information.",Unknown,Government,GH,24.03 Security Scanning,Nation States
1/21/2015,, Unknown,"The majority of the Ghanaian government's websites, including its main site (ghana.gov.gh), have been hacked by a Turkish nationalist collective called Alsancak Tim.",Account Hijacking,Government,FR,14.01 Attack Surface Management (ASM),Media Public Perception
1/22/2015,, Unknown,The Anonghost collective defaces several subdomains of the French Interior Ministry.,PoS Malware,Education,US,17.07 Next-Generation Firewalls,Customized To Target
1/23/2015,Unknown, Unknown,MarxistAttorney adds the University of Chicago (uchicago.edu) among its victims.,Defacement,Military,NG,11.04 Web Fraud Prevention,Business Disruption
1/23/2015,, Unknown,"The Nigerian Defence Headquarters (DHQ) information blog site, defenceinfo.mil.ng is defaced.",Defacement,Government,NP,17.07 Next-Generation Firewalls,Data Theft
1/24/2015,Unknown, Unknown,"Th3 Ap3x from Anonsec hacks the Nepal Department of Transportation (eproc.dor.gov.np) and dumps 8,300 records with usernames and clear text passwords.",SQLi,News (Bitcoin),US,14.01 Attack Surface Management (ASM),Criminals
1/24/2015,, Unknown,"Bitcoin news website CoinFire and its Twitter account are hacked, according to the company’s executive editor. The domain is stolen and the Twitter account hijacked.",Defacement,News,US,25.04 Web Application Firewall (WAF),Data Theft
1/24/2015,Unknown, Unknown,"A hacker called Ouch hacks freshfiction.com and dumps 6,402 usernames and hashed passwords.",SQLi,Underground Market,RU,17.07 Next-Generation Firewalls,Data Theft
1/25/2015,, Unknown,"An unknown hacker hacks validdump.ru (a database of credit cards and Paypal accounts) and dumps 2,534 usernames and hashed passwords.",Account Hijacking,Airline,Multi,7.05 Endpoint Detection and Response (EDR),Media Public Perception
1/25/2015,, Unknown,"The Lizard Squad “seizes” the website of Malaysia Airlines (malaysiaairlines.com) and redirects the users towards an external page with: a tuxedo-wearing lizard, a reference to the loss of the MH370 flight, and eventually some phrases praising ISIS and the Cyber Caliphate.",SQLi,Government,US,17.07 Next-Generation Firewalls,Data Theft
1/26/2015,Unknown, Unknown,"@IncursioSubter hacks the official website of the Oklahoma County (oklahomacounty.org) and dumps 1,145 usernames and passwords.",SQLi,Education,US,17.07 Next-Generation Firewalls,Insider Threat
1/27/2015,, Unknown,The entire Victor Valley College Information Technology Department is placed on paid administrative leave while campus police and an outside company investigate a breach in security protocol.,DNS Hijacking,Online Services,US,17.07 Next-Generation Firewalls,Business Disruption
1/27/2015,Unknown, Unknown,"The Rex Mundi collective continues its tradition, hacking and dumping data from Temporis, a French employment/recruitment agency, after the company refuses to pay the ransom.",SQLi,Tourism,US,11.04 Web Fraud Prevention,Mass Malware
1/27/2015,Unknown, Unknown,"French Lick Resort announces that malware has infected its payment card system, and any guest who used their credit and debit cards between April 23, 2014, and Jan. 21 May have had their personal information compromised.",SQLi,Single Individual,FR,16.01 Mobile App Security,Customized To Target
1/27/2015,Unknown, Unknown,"The Twitter account of the French band Christine & The Queens is hacked by a spammer promoting weight losing drugs to their 20,000 followers.",SQLi,Single Individual,US,16.01 Mobile App Security,False Claims of Digital Identity
1/27/2015,Unknown, Unknown,Taylor Swift Twitter and Instagram accounts are hacked. The fake posts encourage to follow the users @Veriuser and @Lizzard.,PoS Malware,Adult Site,US,20.02 Security Awareness and Training,Mass Malware
1/28/2015,Unknown, Unknown,Adult site xHamster involved in large malvertising campaign resulting in 1500% increase in infections.,Account Hijacking,Social Network,US,14.01 Attack Surface Management (ASM),Data Modification
1/28/2015,Unknown,Unknown,"The gaming oriented social network Raptr, asks its users to change the password in the wake of a cyber attack compromising user data such as usernames and passwords.",Account Hijacking,News,KR,11.01 Account Take-Over (ATO),Customized To Target
1/29/2015,,Unknown,"Suspected hackers briefly hijack Hope FM, a popular Christian radio station in Kenya, and play Islamic verses before it went off air. Even if the local authority denies the hack.",Malicious iframe,Hackers,Multi,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
1/29/2015,Moroccan Islamic Union-Mail,Unknown,Anonymous Protection AKA @AnonymousUK2015 takes credit for taking down the website (lizardpatrol.com) and the Twitter account (@LizardMafia) of the infamous LizardSquad Collective.,Unknown,Education,US,25.03 Secure Web Gateway (SWG),Customized To Target
1/29/2015,,Unknown,"Several University of Washington websites are defaced, and the pages are replaced by an extremist message that promises death to Americans in Iraq.",Radio Hijacking,Government,PK,17.07 Next-Generation Firewalls,Data Theft
1/29/2015,Moroccan Hassan,Unknown,"Th3 Ap3x from Anonsec hacks the Higher Education Commission of Pakistan (hec.gov.pk) and dumps nearly 10,000 records with usernames and clear text passwords.",DDoS,Government,FR,10.02 Compliance and Regulatory Support,Business Disruption
1/30/2015,Cyber Haxors Group,Unknown,A hacker called Moroccan Hassan defaces several subdomains of the Centre national de la recherche scientifique (CNRS.fr).,Defacement,Government,BG,18.0 Operational Technology (OT) Security,Business Disruption
1/30/2015,Team System DZ,Unknown,"The website of DKEVR, the Bulgarian energy regulator (dker.bg) is defaced by the Cyber Haxors Group.",SQLi,Non-Profit,UK,17.06 Network Monitoring,Customized To Target
1/30/2015,,Unknown,"The website of the Woman Resource Centre (wrc.org.uk) is defaced by Team System DZ, a group of supporters of ISIS and Jihad ",Defacement,Forum,IL,25.04 Web Application Firewall (WAF),Activist Hacktivist
1/31/2015,p0lak & sh0utz,Unknown,"An hacktivist calling himself Anonkas hacks an Israeli forum (forum.mac-it.co.il) and dumps 4,500+ usernames and passwords.",Defacement,Music,US,25.04 Web Application Firewall (WAF),Data Theft
2/1/2015,Unknown,Unknown,"p0lak & sh0utz hack phoncert.com, a mobile audio streaming service, and dump 2,800 usernames and clear text passwords.",Defacement,Software,AU,24.06 Threat Intelligence,Vulnerability Exploitation
